record_id,submission_date,case_type,priority,old_predicted_days,optimized_predicted_days,actual_days,compliance_flag,bias_risk_score
2788,2023-07-03,Standard,Medium,317,25,27,0,0.09970379567816068
2789,2024-05-09,Urgent,Low,407,17,23,0,0.08056925660713671
2790,2024-03-02,Complex,Low,392,28,27,0,0.045613655312921275
2791,2023-06-27,Standard,Medium,394,18,350,0,0.07478622452486067
2792,2025-07-07,Complex,Medium,443,17,29,0,0.05188151249369125
2793,2024-03-03,Standard,Medium,364,22,21,0,0.05659922646398592
2794,2023-10-21,Standard,High,378,33,14,0,0.0580771741918851
2795,2025-05-01,Complex,Medium,342,36,16,0,0.06487205128636213
2796,2023-05-31,Standard,Low,456,26,21,0,0.006076419003058987
2797,2024-01-19,Urgent,Low,413,22,363,0,0.06164981049363501
2798,2024-09-29,Complex,Medium,431,24,21,0,0.07169485818585107
2799,2025-03-23,Standard,Low,440,25,29,0,0.03107231350367129
2800,2023-11-04,Complex,Medium,499,31,16,0,0.09785788304733571
2801,2023-12-02,Standard,Medium,490,17,31,0,0.014444508601144435
2802,2025-08-03,Standard,Low,416,29,19,0,0.09104425225283874
2803,2025-01-15,Standard,High,407,16,344,0,0.06764494079457166
2804,2025-06-10,Standard,Medium,373,21,23,0,0.06643144781887336
2805,2024-01-10,Complex,Low,437,23,31,0,0.08760226599196655
2806,2023-01-08,Standard,High,435,26,20,0,0.08317292113006397
2807,2023-12-07,Complex,Low,363,23,20,0,0.03454344322994487
2808,2023-05-09,Standard,Low,435,24,21,0,0.07053698023157114
2809,2025-02-14,Standard,Medium,450,24,29,0,0.005060258268692808
2810,2024-10-30,Complex,Medium,343,16,21,0,0.04640184322258098
2811,2023-12-18,Standard,Medium,409,26,26,0,0.09377772607243146
2812,2023-12-24,Standard,Medium,396,28,24,0,0.02740894478013225
2813,2024-05-31,Standard,Medium,399,30,23,0,0.004997078906551655
2814,2024-05-09,Standard,Low,352,33,21,0,0.05829449919414155
2815,2023-03-27,Standard,Medium,308,26,33,0,0.03550997630664606
2816,2023-06-24,Complex,Medium,362,31,392,0,0.03796834700992066
2817,2025-03-12,Standard,Low,355,24,19,0,0.058245718705681515
2818,2023-07-12,Standard,Low,417,16,18,0,0.06215890593482194
2819,2023-11-07,Urgent,High,418,28,420,0,0.04373219655819948
2820,2023-04-29,Standard,Medium,415,27,12,0,0.05075492421894839
2821,2023-08-06,Complex,Medium,330,24,24,0,0.09932557567458056
2822,2024-03-02,Standard,Medium,344,23,34,0,0.0957147958034555
2823,2025-08-27,Standard,Medium,369,26,21,0,0.07073170720243042
2824,2024-02-18,Complex,Medium,401,22,29,0,0.016147952693898248
2825,2023-04-24,Standard,Medium,383,26,31,0,0.03599600839875342
2826,2025-09-04,Complex,Low,415,19,19,0,0.08830882240868258
2827,2023-05-25,Standard,Medium,448,19,24,0,0.04235659161791849
2828,2024-06-21,Standard,Medium,350,17,25,0,0.09553676493762835
2829,2024-10-09,Standard,Medium,351,35,27,0,0.04883017832590286
2830,2023-10-30,Standard,Medium,406,24,28,0,0.08617691342051267
2831,2025-01-13,Complex,Low,395,30,412,0,0.0035378899527998
2832,2025-05-30,Standard,Low,437,18,20,0,0.04341636947927749
2833,2024-08-10,Urgent,Low,400,23,24,0,0.07002618507491563
2834,2025-09-13,Urgent,Low,487,26,393,0,0.08635645323432428
2835,2025-04-19,Standard,Low,320,31,31,0,0.06096328928212278
2836,2023-12-11,Standard,High,442,20,25,0,0.017326202594111884
2837,2025-03-24,Complex,Low,409,21,362,0,0.08857941652325872
2838,2025-08-21,Urgent,Low,329,20,440,0,0.057481316267395714
2839,2025-03-11,Standard,Medium,296,23,26,0,0.010801818175071132
2840,2023-01-01,Standard,Medium,343,18,26,0,0.046384677738983464
2841,2023-05-27,Standard,Low,460,16,27,0,0.06989433935262958
2842,2023-10-14,Complex,Medium,454,25,364,1,0.045101574631637935
2843,2025-09-02,Standard,Medium,393,27,443,0,0.08707901072645544
2844,2024-10-15,Complex,Low,381,18,24,0,0.04236943145607719
2845,2023-02-22,Standard,Low,357,20,29,0,0.05834526895331611
2846,2023-10-31,Standard,High,390,23,398,0,0.021117043600190302
2847,2023-03-10,Standard,Medium,376,32,26,0,0.051268635004511155
2848,2023-12-27,Standard,Medium,485,9,26,0,0.0222857309932729
2849,2024-08-24,Standard,Low,338,26,21,0,0.022518714794945906
2850,2025-08-15,Standard,Low,419,27,19,0,0.027990254224324197
2851,2023-08-08,Standard,Medium,487,20,384,0,0.004419926744767511
2852,2025-08-19,Standard,Low,438,22,368,0,0.01633096417397678
2853,2024-12-04,Standard,Low,343,25,22,0,0.04243606253330613
2854,2025-08-23,Urgent,Medium,322,23,22,0,0.013106049870733594
2855,2024-07-28,Standard,Low,413,32,25,0,0.013338475051708078
2856,2024-08-07,Standard,Medium,407,24,27,0,0.09679318283806768
2857,2023-06-10,Standard,Medium,461,28,16,0,0.04270973631972063
2858,2024-11-11,Urgent,Low,427,26,20,0,0.04037326996223689
2859,2023-03-30,Standard,Medium,375,27,20,0,0.026773565483998285
2860,2024-11-18,Complex,Low,372,20,22,0,0.051244715910746835
2861,2025-02-19,Complex,Medium,334,25,14,0,0.05960649016580532
2862,2024-08-07,Complex,Low,406,23,356,0,0.04181855219594928
2863,2025-01-26,Standard,Low,329,20,24,0,0.03938085164550849
2864,2024-08-11,Complex,Medium,445,28,23,0,0.0700426683644055
2865,2023-06-08,Standard,Low,429,13,27,0,0.09497767008861185
2866,2024-05-03,Standard,High,427,30,26,0,0.08778220709825862
2867,2025-08-28,Complex,Low,333,12,26,0,0.011862026690538909
2868,2023-11-20,Standard,Low,392,23,23,0,0.06523086703672396
2869,2024-09-01,Complex,Medium,380,28,281,0,0.0007047612501010492
2870,2024-01-16,Standard,Low,405,18,28,0,0.06330917773508313
2871,2023-04-12,Complex,Low,426,26,26,0,0.046435358892493284
2872,2024-05-08,Standard,Medium,374,25,32,0,0.04911130523438331
2873,2024-10-05,Standard,Medium,376,25,24,0,0.05880256078521117
2874,2024-09-05,Standard,Medium,433,22,27,0,0.07426553812889196
2875,2023-01-19,Urgent,High,343,21,424,0,0.07294578026479444
2876,2024-03-29,Standard,Low,362,16,25,0,0.004447903154668076
2877,2024-04-26,Standard,Medium,400,23,25,0,0.07364943863014933
2878,2024-08-16,Standard,Low,444,28,21,0,0.0829815980669154
2879,2024-02-01,Complex,Medium,351,21,391,0,0.006817262443560246
2880,2023-10-06,Standard,Low,489,21,27,0,0.032294660067768634
2881,2025-04-30,Standard,High,332,31,26,0,0.07920640768320307
2882,2023-12-31,Standard,Medium,477,23,31,0,0.04931068157017024
2883,2023-11-27,Standard,High,459,25,24,0,0.0694891068809956
2884,2024-10-02,Standard,Medium,328,26,19,0,0.05023158075981346
2885,2023-12-10,Standard,High,318,23,24,0,0.09782224498081661
2886,2025-04-01,Complex,Medium,435,27,27,0,0.09361930728663616
2887,2024-03-30,Standard,Low,381,28,13,0,0.028114524190619907
2888,2024-08-23,Standard,Low,349,28,23,0,0.0385884821743494
2889,2024-12-25,Standard,Low,490,29,27,0,0.04313459978353186
2890,2024-10-16,Urgent,Low,340,13,25,1,0.010420433294358489
2891,2023-03-06,Urgent,Medium,363,18,22,0,0.04040749468794461
2892,2023-03-17,Complex,Medium,369,21,17,0,0.07748478211866276
2893,2024-12-11,Standard,Medium,260,20,23,0,0.08468962814491164
2894,2023-05-23,Standard,High,404,20,17,0,0.08861327504382611
2895,2025-07-05,Standard,High,354,28,27,0,0.0014559000171474824
2896,2025-07-03,Standard,Low,440,24,24,0,0.07888060387483585
2897,2025-04-07,Standard,Low,447,23,31,0,0.050262768448523454
2898,2024-08-27,Complex,Low,411,22,14,0,0.020615914482863908
2899,2024-04-17,Complex,Low,412,21,22,0,0.04987450225114361
2900,2024-02-21,Complex,Medium,408,22,27,0,0.08442604666817924
2901,2023-11-01,Standard,Medium,364,30,29,0,0.04342493677606261
2902,2025-01-05,Complex,Medium,369,15,27,0,0.0990461080599024
2903,2024-05-11,Standard,Medium,466,30,19,0,0.0616683184668505
2904,2023-10-18,Standard,Medium,436,35,21,0,0.04897636691457418
2905,2025-07-28,Complex,Low,410,30,12,0,0.02948893278673509
2906,2023-04-12,Standard,Medium,430,19,357,0,0.0011051062639031107
2907,2025-09-12,Standard,Low,396,21,29,0,0.06105483566893044
2908,2023-09-24,Standard,Low,409,29,24,0,0.057749554635636774
2909,2025-05-16,Complex,Low,429,22,26,0,0.051681435523252564
2910,2025-08-25,Complex,Low,296,21,374,0,0.05377044539786631
2911,2024-09-13,Standard,Low,445,23,22,0,0.08435223711439643
2912,2025-08-31,Complex,Low,441,18,11,0,0.03168699246402308
2913,2025-04-21,Standard,Medium,360,23,30,0,0.055025394400020716
2914,2025-08-19,Standard,Medium,462,17,482,0,0.06799476258585463
2915,2025-07-30,Complex,Low,289,27,385,0,0.020981892692856097
2916,2025-02-15,Complex,Low,417,19,25,0,0.0924819415047024
2917,2023-01-03,Urgent,Medium,401,24,25,0,0.07371225247739108
2918,2023-03-26,Standard,Low,384,21,30,0,0.0053295400156073485
2919,2025-03-04,Complex,High,400,25,26,0,0.0865106697937929
2920,2023-11-24,Complex,Medium,429,28,26,0,0.09298701453601212
2921,2025-03-26,Urgent,Low,309,25,376,0,0.0793670048223755
2922,2024-03-25,Standard,Low,450,20,20,0,0.04262246016936688
2923,2024-03-29,Complex,Low,379,21,27,0,0.09943768997177854
2924,2025-07-12,Standard,Low,450,35,23,1,0.012443589941091106
2925,2024-09-20,Standard,Low,432,28,19,0,0.05366058413535754
2926,2023-08-09,Standard,Medium,378,23,20,0,0.017039080407253947
2927,2023-06-03,Standard,Low,396,21,18,0,0.04393488028462203
2928,2024-10-26,Standard,Medium,398,16,29,0,0.09274243066255801
2929,2023-01-12,Complex,Medium,480,29,33,0,0.07942611284016665
2930,2023-05-13,Standard,Low,342,20,29,0,0.07820819415303401
2931,2025-09-20,Complex,Low,378,29,25,0,0.035385380098182144
2932,2023-10-31,Standard,Low,320,28,367,0,0.09342701774435407
2933,2023-10-20,Standard,Low,406,30,22,0,0.036826093065399294
2934,2025-09-01,Standard,Medium,368,27,19,0,0.003997343571993761
2935,2023-10-27,Standard,Low,374,22,33,0,0.06378012624609643
2936,2025-01-09,Standard,Medium,474,24,18,0,0.03626476165258933
2937,2025-02-21,Standard,Low,358,24,19,0,0.015372488823551612
2938,2023-02-12,Standard,Low,392,22,23,0,0.09346580620540916
2939,2025-08-01,Standard,Medium,377,15,488,0,0.06372395340342434
2940,2023-12-09,Standard,Medium,380,13,27,1,0.09405296895102308
2941,2023-11-22,Standard,Low,538,27,20,0,0.05829786822940819
2942,2025-03-24,Standard,Low,313,23,14,0,0.006386365962577223
2943,2024-05-12,Urgent,Medium,432,28,22,0,0.0029940513710376097
2944,2023-12-30,Complex,Low,521,22,23,0,0.09005614350022895
2945,2025-06-09,Complex,Low,453,23,22,0,0.0038727936878708014
2946,2024-03-02,Standard,Medium,402,28,22,0,0.061517579718277954
2947,2023-01-21,Complex,Low,341,31,22,0,0.029797580744236496
2948,2024-02-11,Complex,Medium,465,22,17,0,0.06876581391029672
2949,2024-09-10,Complex,Medium,446,18,31,0,0.028472242871714605
2950,2023-12-02,Standard,Medium,323,30,31,0,0.0037222170449489945
2951,2025-03-25,Complex,Medium,383,22,30,0,0.07308384727989146
2952,2023-04-27,Complex,Medium,339,21,18,0,0.031090263026354495
2953,2023-05-04,Standard,Medium,257,22,26,0,0.05507989272598827
2954,2024-02-03,Complex,Medium,338,20,21,0,0.07738658199351997
2955,2025-03-03,Standard,Low,405,27,305,0,0.07028233018300055
2956,2025-03-14,Standard,Low,429,17,19,0,0.034857110520464744
2957,2024-12-15,Standard,Medium,383,24,36,1,0.07478266592262973
2958,2023-02-20,Complex,Medium,468,25,389,0,0.09256810070250858
2959,2025-02-21,Standard,Low,451,21,19,0,0.06099745925160445
2960,2023-11-20,Standard,Medium,393,31,24,0,0.07035060606445435
2961,2025-02-27,Standard,Low,387,28,27,0,0.08659081396803764
2962,2023-05-21,Standard,Medium,419,21,23,1,0.08436406162792784
2963,2024-04-14,Standard,Medium,399,23,25,0,0.03516013274857826
2964,2025-02-25,Complex,High,328,28,29,0,0.09917005967763931
2965,2025-03-12,Complex,Low,385,24,19,0,0.002856600004705068
2966,2023-11-30,Standard,Medium,433,31,24,0,0.0986707571768763
2967,2025-06-11,Standard,Low,465,26,20,0,0.024599713338660824
2968,2025-08-21,Standard,Low,448,25,20,0,0.04404370504552479
2969,2024-01-08,Complex,Low,416,25,32,0,0.08836887378247142
2970,2024-07-17,Standard,Medium,472,39,23,0,0.024432883852741838
2971,2024-05-08,Standard,Low,421,18,356,0,0.022478163509005913
2972,2024-06-22,Standard,Low,395,18,23,0,0.06431087621880825
2973,2024-10-30,Complex,Medium,473,22,17,0,0.07054505255952769
2974,2025-01-20,Complex,Medium,436,31,445,0,0.0007470684201027256
2975,2023-06-05,Complex,Medium,465,11,396,0,0.04504442359757868
2976,2023-10-18,Complex,High,340,14,26,0,0.04891089778806201
2977,2024-10-09,Standard,Low,356,22,33,0,0.027183519972195414
2978,2023-05-24,Standard,High,359,34,23,0,0.054610971462890484
2979,2023-04-16,Standard,Medium,409,24,20,0,0.01545776056721565
2980,2024-02-24,Standard,Low,491,18,24,0,0.03236058018573989
2981,2024-10-31,Standard,Low,343,28,31,0,0.07132392335545484
2982,2024-10-19,Standard,Low,445,32,26,0,0.08737865378693041
2983,2023-01-02,Standard,Low,339,20,23,0,0.05893789617132055
2984,2025-08-02,Urgent,Medium,505,26,13,0,0.007484453934119795
2985,2024-08-11,Complex,Medium,320,24,23,0,0.06787458697650417
2986,2024-10-05,Complex,Medium,437,26,27,0,0.08975978208896973
2987,2023-03-31,Complex,Medium,444,21,28,1,0.050431404299668206
2988,2023-12-11,Standard,Low,431,27,30,0,0.04936919661030653
2989,2023-12-16,Complex,Medium,356,28,20,0,0.09914135794522885
2990,2024-04-03,Standard,Low,347,27,21,0,0.0636297787546043
2991,2023-09-20,Complex,High,463,15,386,0,0.08060289016661669
2992,2023-12-17,Standard,Low,452,16,27,0,0.06464934852762119
2993,2023-04-18,Urgent,High,451,20,22,0,0.022091568656391083
2994,2024-08-08,Standard,Low,457,25,374,0,0.028407818399626583
2995,2023-02-08,Standard,Low,323,26,22,0,0.06657057587489416
2996,2025-06-27,Urgent,Low,321,18,359,0,0.04560711300719113
2997,2023-06-08,Standard,Medium,366,25,29,0,0.040434779021614145
2998,2024-08-05,Complex,Medium,376,28,25,0,0.0022451953381393166
2999,2025-08-16,Complex,Low,370,27,27,0,0.08843690673986963
3000,2023-11-08,Complex,High,413,21,385,0,0.08844977898367871
3001,2023-08-29,Urgent,Medium,455,22,435,0,0.04609711247247165
3002,2025-07-26,Urgent,Medium,385,17,18,0,0.07007392086256818
3003,2024-03-20,Standard,Medium,359,32,19,0,0.01778193537353112
3004,2023-10-25,Complex,Low,440,26,28,0,0.050381102458379415
3005,2025-08-09,Complex,Low,385,15,23,0,0.04388656418998552
3006,2023-02-05,Complex,High,405,30,22,0,0.06566135708116178
3007,2023-03-25,Standard,High,383,27,19,0,0.046964590114420404
3008,2024-03-27,Complex,High,416,29,28,1,0.04984342826689623
3009,2025-06-04,Urgent,High,349,21,33,0,0.029571245701335704
3010,2025-02-13,Urgent,Low,436,21,27,0,0.004842316830458027
3011,2025-04-01,Standard,Medium,398,19,21,0,0.09170257590173907
3012,2024-01-20,Standard,Low,361,34,30,0,0.0012231623507424128
3013,2023-06-21,Standard,High,426,21,359,0,0.0281324428561327
3014,2024-01-11,Complex,Low,361,19,21,0,0.04476107821943013
3015,2024-11-15,Complex,Medium,363,20,30,0,0.031909235429240256
3016,2023-12-28,Standard,Medium,339,22,23,0,0.05519178700632704
3017,2024-07-12,Standard,Low,314,31,431,0,0.046161301517051626
3018,2025-06-09,Standard,Low,426,25,22,0,0.02554762358635794
3019,2023-05-21,Standard,Medium,458,30,26,0,0.008802013090543992
3020,2025-06-05,Urgent,Medium,377,25,383,0,0.013753527058416948
3021,2025-07-06,Complex,Low,360,23,14,0,0.04863200692570141
3022,2023-04-28,Standard,Medium,309,18,31,0,0.08459455339857393
3023,2023-10-04,Standard,Medium,291,31,38,0,0.010063889192198017
3024,2024-12-26,Standard,Low,436,28,355,0,0.06772063852035108
3025,2023-08-08,Urgent,Low,301,29,20,0,0.07920911458456092
3026,2025-06-23,Standard,Medium,342,28,17,0,0.02767722783147282
3027,2023-01-26,Standard,Medium,414,20,19,0,0.06682394928518995
3028,2024-06-04,Standard,Medium,404,25,16,0,0.06866579446829169
3029,2025-02-21,Complex,Medium,416,29,429,0,0.07077927310264263
3030,2023-01-10,Complex,Low,400,28,24,0,0.08908090915994875
3031,2025-09-10,Complex,Low,382,24,16,0,0.03985260644911053
3032,2024-01-13,Standard,Low,343,33,353,0,0.024368913767142633
3033,2024-09-24,Standard,Low,368,26,25,1,0.054384486788726975
3034,2024-09-28,Standard,Medium,385,30,20,0,0.00625483732354154
3035,2024-11-12,Complex,High,305,25,25,0,0.0333920930200452
3036,2024-08-06,Standard,Low,360,22,22,0,0.0883225126713838
3037,2023-06-01,Standard,Low,381,28,23,0,0.053205756024421305
3038,2024-12-20,Complex,Medium,365,27,27,1,0.043667530423959246
3039,2023-02-18,Complex,Medium,382,25,21,0,0.026568391070103104
3040,2023-06-03,Standard,Medium,433,19,27,0,0.02503756847061748
3041,2025-05-08,Standard,Medium,439,29,21,0,0.023661202136031925
3042,2023-10-20,Standard,Medium,475,20,19,0,0.08292336681198818
3043,2024-08-02,Complex,Medium,324,27,18,0,0.09850203721928097
3044,2023-02-19,Complex,Low,378,18,15,0,0.05347984332731123
3045,2024-10-25,Standard,Low,461,19,17,0,0.007983341717281323
3046,2024-06-14,Standard,Low,312,25,387,0,0.07510390459351902
3047,2024-09-03,Complex,Medium,341,26,395,0,0.08770544234203202
3048,2023-03-01,Complex,High,369,25,28,0,0.09312281709895122
3049,2023-06-16,Standard,Medium,502,21,379,0,0.06287753460213852
3050,2023-07-21,Standard,Low,351,29,328,0,0.050688083325881955
3051,2025-05-06,Standard,Low,454,24,20,0,0.0620527314466413
3052,2023-05-26,Standard,Low,398,24,23,0,0.00129507176129795
3053,2025-07-03,Urgent,Low,342,23,391,0,0.06554198752987499
3054,2024-11-06,Complex,Medium,539,20,18,0,0.0709646393255548
3055,2025-08-27,Complex,High,409,29,26,0,0.07220303476378884
3056,2025-09-19,Standard,High,418,20,22,0,0.05630717809094132
3057,2024-03-14,Complex,Medium,426,32,25,0,0.07000443713213624
3058,2023-08-30,Standard,Medium,422,19,23,0,0.06388323907301922
3059,2024-08-03,Standard,Medium,507,25,16,0,0.011552841984229923
3060,2024-11-17,Standard,Low,489,24,30,1,0.08983667694024361
3061,2024-07-14,Standard,Medium,353,23,23,0,0.062272750768788965
3062,2024-04-27,Complex,Medium,500,27,374,0,0.07277943704830267
3063,2023-04-18,Standard,Medium,364,27,26,0,0.034288751991745095
3064,2023-08-14,Standard,Low,416,26,18,0,0.09192395162290855
3065,2024-11-03,Standard,Low,327,18,16,1,0.050261576618869125
3066,2024-09-22,Standard,Low,451,18,26,0,0.06790059916586576
3067,2024-10-22,Standard,High,384,17,330,0,0.09521820605978992
3068,2025-09-03,Standard,Low,342,22,25,0,0.091608274493286
3069,2024-10-23,Complex,Medium,459,34,28,0,0.06447987707387079
3070,2024-03-07,Standard,Medium,471,23,17,0,0.016574139153324476
3071,2025-03-15,Standard,Low,473,34,22,0,0.09505684309736157
3072,2024-10-16,Standard,Medium,323,23,20,0,0.09841356973109677
3073,2024-02-23,Complex,Medium,478,24,29,0,0.010339669538201547
3074,2025-09-14,Standard,Low,384,26,26,0,0.04502976821183036
3075,2024-03-30,Standard,High,502,22,29,0,0.05482555638461766
3076,2023-06-09,Standard,Low,431,25,401,0,0.00920815404689238
3077,2024-06-06,Standard,Low,412,15,18,0,0.018967994945965995
3078,2024-10-11,Standard,Medium,400,19,30,0,0.053770539107937304
3079,2025-08-26,Complex,Medium,399,15,386,0,0.0963089447850655
3080,2024-08-12,Complex,High,366,27,354,0,0.0027809975928758004
3081,2023-03-18,Standard,Medium,346,17,23,1,0.09124430741568738
3082,2024-05-23,Complex,High,381,31,430,0,0.08986081700493909
3083,2024-03-16,Complex,Medium,459,25,29,0,0.08571786351865564
3084,2023-09-11,Standard,Medium,330,28,23,0,0.03775509286642442
3085,2025-07-09,Standard,Medium,467,20,24,1,0.04908235372080027
3086,2025-02-08,Standard,Low,407,18,24,0,0.04035946393258726
3087,2023-11-16,Standard,High,439,22,18,0,0.09475861864288286
3088,2025-03-13,Complex,Low,441,29,21,0,0.05213506197739061
3089,2023-09-20,Complex,Medium,446,34,21,0,0.008061260866704301
3090,2024-08-19,Urgent,Low,401,26,435,0,0.027405984431117737
3091,2024-10-19,Complex,Medium,402,17,19,0,0.04620332129147543
3092,2025-04-14,Standard,Low,444,19,23,1,0.09535559323177945
3093,2024-07-07,Standard,Low,347,16,22,0,0.05689510906223058
3094,2024-01-09,Complex,Medium,340,23,24,0,0.06960726231680057
3095,2024-09-28,Standard,Low,376,22,31,0,0.008851984733382735
3096,2023-06-16,Complex,Medium,414,23,29,0,0.08773240459247479
3097,2025-07-25,Complex,Low,496,18,17,0,0.053901822201378735
3098,2025-01-22,Complex,Low,402,18,23,0,0.09212284125406087
3099,2024-04-03,Complex,Low,500,24,22,0,0.0445476685390556
3100,2025-09-25,Standard,Medium,425,26,20,0,0.06830839969449178
3101,2023-10-07,Complex,Low,377,18,34,0,0.047083859372696706
3102,2024-11-30,Complex,High,457,26,21,0,0.014255792951431047
3103,2023-10-29,Standard,Low,387,28,374,0,0.027204997795534147
3104,2024-06-14,Complex,Low,412,12,32,0,0.006725729444118034
3105,2024-08-02,Standard,Low,333,31,376,0,0.044026634291178014
3106,2023-08-06,Urgent,Low,324,27,21,0,0.06493415434613468
3107,2023-04-12,Standard,Medium,427,28,27,0,0.024371127580964925
3108,2024-07-07,Standard,Medium,455,18,22,0,0.049038805820660405
3109,2023-10-15,Standard,Medium,497,27,23,0,0.0458973334238163
3110,2023-06-16,Complex,Low,359,28,416,0,0.053342049090334055
3111,2024-09-12,Standard,Low,473,20,400,0,0.018458466702707853
3112,2023-02-05,Standard,Low,465,27,16,0,0.05339840884068534
3113,2025-01-13,Standard,High,375,23,18,0,0.036420555678717124
3114,2025-01-10,Urgent,Low,469,20,408,0,0.028604184895904817
3115,2023-12-19,Standard,Medium,447,23,24,0,0.05859820140236156
3116,2024-11-06,Standard,Low,457,24,376,1,0.0148036803501586
3117,2025-06-17,Complex,Low,508,22,387,0,0.09006586506074758
3118,2023-03-14,Standard,Low,455,20,32,0,0.0934852812989715
3119,2024-10-09,Urgent,Low,293,25,32,0,0.06606096897952822
3120,2023-12-19,Standard,Medium,416,26,24,0,0.030315468960373328
3121,2025-06-09,Complex,Low,321,24,20,0,0.0626005870026414
3122,2023-03-11,Standard,Medium,407,15,20,0,0.06015234665281477
3123,2024-02-29,Standard,Low,404,21,24,0,0.03912509816293365
3124,2025-09-25,Complex,High,370,19,33,0,0.028724724737330953
3125,2024-12-08,Standard,Low,348,32,327,0,0.0168452952312233
3126,2025-02-19,Complex,Medium,373,24,16,0,0.02173838400256506
3127,2024-07-14,Standard,Medium,383,22,33,0,0.06530299235485608
3128,2025-04-07,Standard,High,393,21,21,0,0.0885894331065791
3129,2024-10-03,Standard,Low,405,23,31,0,0.03849560549354558
3130,2025-08-13,Urgent,Medium,429,27,27,0,0.012189948450183187
3131,2024-05-31,Standard,Low,384,14,23,0,0.001280630165124941
3132,2024-03-03,Standard,Low,463,25,28,0,0.040590565506238546
3133,2024-06-22,Standard,Low,398,21,20,0,0.023256695118640883
3134,2023-06-09,Standard,Low,446,26,373,0,0.03225555670088405
3135,2023-05-29,Standard,High,384,27,21,0,0.02416698745057956
3136,2025-02-14,Urgent,Low,537,20,22,0,0.06641476320747618
3137,2023-08-18,Standard,Medium,423,17,365,0,0.06385143008447924
3138,2024-12-12,Complex,Medium,481,22,390,0,0.09123045245108137
3139,2024-07-15,Standard,Medium,365,30,16,0,0.06997449148446737
3140,2023-03-08,Complex,Medium,377,28,21,1,0.016494138059483687
3141,2025-03-22,Urgent,Low,387,22,22,0,0.07515944293080459
3142,2024-01-16,Standard,Medium,523,20,26,0,0.018126786255243933
3143,2023-02-27,Urgent,Low,389,21,16,0,0.055860088594376
3144,2023-09-16,Standard,High,358,17,27,0,0.00770782094853929
3145,2023-12-08,Urgent,Medium,465,27,18,0,0.004732505696764866
3146,2025-04-17,Complex,High,402,28,25,0,0.046422999262419606
3147,2023-05-10,Standard,Low,389,22,29,0,0.010498356144250343
3148,2024-12-27,Standard,Low,369,21,17,0,0.030666660488208132
3149,2023-06-21,Standard,Low,424,20,25,0,0.033883337831335604
3150,2025-02-08,Standard,Low,453,21,23,0,0.07694269190471348
3151,2024-09-05,Standard,Low,439,20,357,0,0.03326801051796966
3152,2023-07-28,Standard,Medium,376,23,17,0,0.04943001849218318
3153,2025-03-13,Standard,Low,350,27,20,0,0.07725859300005003
3154,2023-12-20,Complex,Medium,199,27,19,0,0.0204898306849882
3155,2024-04-15,Standard,Medium,352,19,22,0,0.08048973922379676
3156,2025-03-08,Standard,Medium,381,24,21,0,0.08317947969619664
3157,2023-04-26,Complex,Low,397,27,26,0,0.09888467951691843
3158,2023-09-21,Standard,Low,386,19,28,0,0.0444047678864306
3159,2024-10-23,Standard,Low,540,24,16,0,0.03706493286604362
3160,2025-03-22,Standard,Low,424,30,398,0,0.0702005270575211
3161,2024-03-17,Urgent,Medium,338,22,19,0,0.005815111727078304
3162,2024-07-01,Complex,Low,432,13,18,0,0.0039751511529855345
3163,2024-03-28,Standard,Medium,419,11,16,0,0.033499086346570686
3164,2025-04-24,Complex,Medium,347,25,15,0,0.0729515088176603
3165,2024-04-21,Standard,Medium,414,24,21,0,0.011645444367810365
3166,2023-10-14,Complex,Low,426,24,25,0,0.06355468482124359
3167,2023-10-30,Complex,Low,451,26,25,0,0.02695052652996426
3168,2023-11-07,Complex,Medium,311,16,18,0,0.06516746726855004
3169,2023-07-27,Standard,Low,432,19,18,0,0.04569761238893253
3170,2024-09-09,Standard,Low,470,26,25,0,0.011515167529470106
3171,2024-03-21,Standard,Low,494,27,21,0,0.024728281476297288
3172,2024-10-31,Complex,Low,338,22,28,0,0.021971375389307546
3173,2024-09-24,Standard,Medium,392,16,424,0,0.016458459270897008
3174,2023-02-24,Complex,Low,397,25,14,0,0.0468345448404777
3175,2025-06-30,Urgent,Medium,433,24,27,0,0.09546655393169957
3176,2023-01-12,Standard,Low,391,18,14,0,0.06580888002909872
3177,2024-10-18,Complex,Medium,364,14,16,1,0.08360020314981081
3178,2024-02-04,Complex,Medium,410,26,20,0,0.09810801890314737
3179,2025-06-26,Urgent,Medium,383,20,22,0,0.05406226631935678
3180,2024-10-09,Urgent,Low,428,24,27,0,0.023807007568637517
3181,2025-09-06,Complex,Low,359,24,18,0,0.09278110070435866
3182,2024-05-29,Standard,Low,348,18,427,0,0.06989839890717581
3183,2024-10-17,Complex,Medium,465,26,16,0,0.09589412605470168
3184,2024-06-25,Standard,Medium,513,19,22,0,0.06510319616555238
3185,2023-08-25,Complex,Medium,491,16,28,0,0.07751450100292717
3186,2023-10-06,Urgent,Low,396,15,28,0,0.08906361947788785
3187,2023-12-14,Standard,Medium,452,23,9,0,0.07592493115200816
3188,2024-09-18,Complex,Low,365,31,37,0,0.05626457720127222
3189,2023-04-14,Standard,Medium,425,24,22,1,0.04719209322614725
3190,2024-09-21,Standard,Low,370,32,25,0,0.08233773349128454
3191,2024-05-31,Standard,Medium,462,31,22,0,0.07719858128206886
